mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
1-48460,133.582794189453,54.4577674865723,0.0247886,20.66024,208.3672,276.429,16.51275,131.5803,163.3656,26.45063,288.5788,362.0565,17.84822,198.1814,250.6434,3.758467,60.46941,81.1409,106.0919,1175.015,1488.162,25.99496,277.1355,355.3077,8.181398,82.12415,106.87
1-47463,131.287734985352,54.9782638549805,0.0240728,12.26787,40.21675,54.27729,0.9871721,-3.403092,7.331341,6.779232,11.12873,20.50141,3.578659,12.36238,21.18675,-1.636897,-7.909808,-13.52342,-3.746066,-12.81971,-0.2069932,-10.10541,-33.42996,-29.34441,-7.558569,-24.51565,-48.80251
1-47463,131.287734985352,54.9782638549805,0.0240728,14.50855,46.46793,60.33202,1.753102,-0.7810602,10.00145,3.706271,8.480963,17.62562,3.182606,12.38846,20.6673,-0.3556146,-8.08306,-14.1452,-3.741012,-14.43485,-2.124235,-11.72081,-36.2829,-32.66476,-7.249888,-26.45193,-50.91671
1-47221,132.285018920898,53.7801475524902,0.0245308,21.58798,117.7023,259.7081,42.8305,213.8335,431.3888,59.66462,284.3505,559.6893,40.44865,198.5857,384.8983,9.247257,46.67096,102.5258,334.7237,1705.267,3381.673,87.33102,444.0296,880.2506,22.11738,112.8872,228.3767
1-47221,132.285018920898,53.7801475524902,0.0245308,21.58818,117.7021,245.5994,42.83049,213.8332,410.8645,59.66459,284.3503,535.949,40.44865,198.5857,367.1683,9.247258,46.67096,96.69568,334.7235,1705.267,3228.274,87.33179,444.0281,840.0291,22.11814,112.8911,219.9282
1-47272,131.793182373047,53.8306083679199,0.0451422,0.4343169,1.419787,10.7557,0.8662685,2.429876,5.093296,-0.8989896,0.1619221,-7.43071,0.1060617,-0.4236469,-7.123967,-0.5070574,-2.735528,6.391404,0.8499287,1.328986,12.75022,-3.958834,-6.27457,-8.250277,-2.236075,-7.632066,7.803336
1-47272,131.793182373047,53.8306083679199,0.0451422,0.4279127,1.014534,2.441468,0.8292195,2.08096,3.210967,-0.8512913,0.2711011,-0.4182153,0.1110924,-0.7859572,-2.347219,-0.4152523,-2.533256,-1.072936,0.9529839,1.019341,1.675731,-3.941952,-6.241949,-8.246114,-2.150027,-7.375933,-9.195233
1-48084,131.115203857422,55.6285362243652,0.0310755,38.83224,131.3286,208.1273,24.59655,59.63577,84.11424,23.90056,79.25647,145.1748,6.239374,49.08958,98.71167,-5.07443,-0.7961826,13.96928,42.34909,135.9813,190.5627,-13.69738,-31.75916,-36.92086,-8.610709,-33.4068,-42.49559
1-48084,131.115203857422,55.6285362243652,0.0310755,38.82591,131.3722,188.4579,24.58946,59.5793,77.1952,23.91097,79.16267,132.0549,6.211202,49.16251,85.42206,-5.090802,-0.873266,10.95037,42.36465,135.6087,176.4554,-13.70361,-31.86348,-35.44305,-8.597816,-33.52566,-41.46418
1-48067,131.491149902344,55.1360511779785,0.0255324,-2.800651,-2.49836,5.009356,2.134509,8.269958,12.86693,0.1814799,-5.581597,-11.01939,-0.6433571,-5.030377,-5.933453,0.9967836,3.184629,5.807619,1.426267,4.254406,14.27987,-0.06451879,-0.1461093,0.2257273,-2.022891,-2.78072,9.975511
1-48067,131.491149902344,55.1360511779785,0.0255324,-6.757123,-6.431921,-4.126505,2.285941,8.447698,10.83368,-0.09153469,-6.740429,-8.006644,-0.6845911,-4.557306,-4.569875,0.6453277,0.9556425,2.003727,1.109877,3.55914,4.446996,-0.6778402,-1.347743,-0.451041,-2.405082,-3.626949,-1.990487
1-48450,132.261520385742,53.8385124206543,0.0303557,6.123895,19.62218,34.118,13.78489,35.84213,47.77425,28.29841,78.80057,125.7538,20.12062,59.29251,104.1981,5.005647,16.10839,42.59989,131.5408,344.4072,422.7315,33.79929,89.70406,119.2423,8.650921,20.88633,29.05278
1-48450,132.261520385742,53.8385124206543,0.0303557,5.861596,12.21665,12.92584,13.1843,23.97566,24.51572,27.27357,51.47404,53.73751,19.39575,37.78959,39.86281,4.81594,10.3273,11.41373,126.8275,233.2867,237.9421,32.71428,60.47187,61.99801,8.241189,14.22976,14.3668
1-47244,131.112991333008,53.4877891540527,0.0616072,3.044619,20.36604,33.87009,3.593896,21.11461,24.19996,11.83055,27.56121,26.09214,5.405467,18.87433,36.54764,-5.508862,-2.019543,-7.735821,8.066974,26.89676,38.88369,-18.41537,-72.76862,-104.9705,-1.272629,10.18673,54.10504
1-47244,131.112991333008,53.4877891540527,0.0616072,5.384601,21.85359,26.54551,3.156594,19.34147,20.93456,12.78324,27.12914,26.63228,5.584037,15.83799,22.13095,-5.305469,0.8353491,-3.892029,6.997509,22.26153,27.22586,-20.2146,-77.41713,-86.04574,-1.786922,8.239136,16.57915
1-564242,131.944885253906,54.026668548584,0.0468757,5.517089,13.99516,32.45435,1.324618,5.625271,15.40493,-1.234495,-5.291334,-2.951523,2.393277,4.135351,19.90497,5.258244,11.06845,-3.265034,1.801854,9.281817,66.29916,-4.644574,-7.515912,16.39136,0.7999148,0.6251687,-2.265914
1-564242,131.944885253906,54.026668548584,0.0468757,5.530829,13.7385,14.9972,1.232983,5.207367,5.881809,-1.240029,-5.881418,-6.06109,2.143779,2.842626,3.342077,5.311281,11.3665,10.7532,1.848617,8.6982,10.58524,-4.409522,-7.956508,-6.610678,0.8579578,0.6215549,0.6626033
1-47432,130.05810546875,54.6982116699219,0.0422594,51.92884,308.3666,804.4366,21.49328,101.0811,189.5127,46.05178,250.9331,564.8993,30.2937,167.0703,363.4838,11.18452,41.66605,96.30251,203.1985,1134.769,2383.947,64.18654,350.2357,780.9639,19.19939,100.2814,196.952
1-47432,130.05810546875,54.6982116699219,0.0422594,51.92886,308.3667,409.4201,21.49332,101.0813,125.5807,46.0518,250.9332,324.7741,30.29371,167.0703,216.1656,11.18453,41.66607,52.47421,203.1984,1134.769,1446.494,64.18697,350.2346,451.5249,19.2,100.2825,123.1215
1-47499,132.037582397461,54.3099212646484,0.0461185,13.31466,25.0135,39.72783,9.074283,22.82745,44.1235,6.837571,11.41823,17.52776,6.682442,13.80519,20.18954,0.9874386,1.65184,17.90827,16.58174,38.26318,42.14455,0.3460442,2.401227,15.28134,-2.879171,-7.874852,-16.81596
1-47499,132.037582397461,54.3099212646484,0.0461185,13.31481,25.01023,31.60705,9.074409,22.82828,30.68159,6.837716,11.42,13.20539,6.682421,13.80262,14.87945,0.9877023,1.649785,3.027179,16.5815,38.26279,47.1671,0.3458865,2.399767,4.026366,-2.87927,-7.874945,-11.27235
1-48437,133.17008972168,54.4342041015625,0.0383484,41.36736,180.966,371.9294,26.47159,80.92785,112.8252,54.2247,196.0813,330.8937,37.16785,134.3655,228.065,9.32193,36.88444,67.11235,263.111,885.5039,1507.06,73.90313,260.6674,433.4394,17.14123,53.69131,82.98978
1-48437,133.17008972168,54.4342041015625,0.0383484,41.36737,130.0431,136.9377,26.47162,65.54543,66.99223,54.2247,153.2403,158.7874,37.16786,104.6089,108.576,9.32193,29.47783,31.0719,263.111,702.9131,725.3552,73.90321,203.0907,210.2827,17.14133,43.31339,44.85284
1-47196,132.602401733398,53.8970336914063,0.0387674,18.72696,141.3102,282.3351,13.88753,82.67863,135.8401,31.49346,204.6767,377.4665,22.74289,142.6968,258.9284,5.240691,29.37933,59.36142,130.607,887.1605,1543.096,36.66967,254.8184,473.1405,8.927595,66.32501,109.337
1-47196,132.602401733398,53.8970336914063,0.0387674,18.72701,139.9953,184.5968,13.88748,81.9584,99.79026,31.49344,202.3763,253.1623,22.74288,141.1808,174.5313,5.240686,28.94377,36.09728,130.6069,878.4368,1091.571,36.67009,252.2323,318.9671,8.92766,65.73523,80.78591
1-73005,125.402305603027,45.5854759216309,0.051378,9.100316,26.78865,200.4521,11.39599,81.55965,253.9466,13.12527,85.58092,315.3567,8.883446,58.64883,213.3347,3.872652,28.23752,81.89495,42.67196,409.7808,1317.38,6.504952,83.73156,312.5484,-5.203556,0.3193305,32.68428
1-73005,125.402305603027,45.5854759216309,0.051378,9.100266,24.97918,33.6582,11.3961,77.89584,94.78753,13.12523,82.03468,101.9327,8.88352,55.78519,68.98086,3.872659,27.40766,32.45919,42.67179,391.3806,487.716,6.504944,79.57302,102.046,-5.204209,-0.1777544,2.183391
1-73002,125.428108215332,45.5532531738281,0.0477041,7.832974,34.84715,103.7431,11.70402,57.06081,122.911,16.31872,89.57635,229.1042,11.06002,60.01694,146.3004,5.220331,20.90466,59.3922,80.77152,433.8389,926.8973,15.73816,99.57464,248.3781,6.564493,12.72997,44.16998
1-73002,125.428108215332,45.5532531738281,0.0477041,7.833034,24.31224,25.63916,11.70415,39.68227,41.21563,16.31864,59.68233,62.6148,11.06005,40.03503,41.88432,5.220292,15.44634,16.15198,80.77063,292.1508,303.8538,15.73816,66.59225,69.6685,6.564047,10.06389,10.58437
1-73241,127.648155212402,47.0944366455078,0.0452572,18.0341,55.29795,84.69022,5.099022,24.49375,45.90068,8.671091,25.26535,15.39779,6.182665,21.79525,27.14038,5.991075,8.442153,25.29364,14.08516,50.64766,78.73056,6.92566,24.41817,26.12133,-1.482194,-0.2629592,2.732009
1-73241,127.648155212402,47.0944366455078,0.0452572,18.03457,37.67608,38.13229,5.097445,13.68378,14.05172,8.67211,19.84449,19.6934,6.181855,14.89666,14.86486,5.989131,4.424779,4.819443,14.08563,34.70097,35.18527,6.926076,14.82516,14.94934,-1.48234,-1.247965,-1.20985
1-72914,127.58081817627,45.0758666992188,0.0970376,3.548654,43.03068,206.4904,3.398221,49.79737,121.9919,2.572377,73.89536,330.3636,0.4693388,42.18144,201.4294,-0.3918327,12.97055,100.17,14.77396,372.0267,1299.412,1.706618,81.99444,372.9363,-0.4157437,-5.793277,22.13372
1-72914,127.58081817627,45.0758666992188,0.0970376,3.548621,11.4159,12.47832,3.398323,11.05608,11.53661,2.572258,13.53793,15.16346,0.4693703,5.896622,6.921026,-0.3920315,2.428938,2.992623,14.77395,63.97597,69.91584,1.706581,11.27089,13.20923,-0.4157307,-3.727188,-3.459199
1-73042,126.143768310547,45.4798240661621,0.0538674,7.09507,23.04012,29.05067,6.879346,48.4873,61.59195,7.673109,57.87197,78.71565,5.378246,31.63314,43.11021,2.851183,27.5949,38.80426,17.95909,232.8208,341.8224,5.286775,47.29964,66.92435,-1.996034,-5.407636,-9.291853
1-73042,126.143768310547,45.4798240661621,0.0538674,7.095078,17.28549,18.11256,6.879029,34.8636,36.93479,7.673177,39.5878,42.54736,5.378046,19.16404,20.90256,2.851267,20.39684,21.75519,17.95967,143.3227,158.6943,5.286092,30.05259,33.38351,-1.994388,-6.90383,-7.092122
1-72913,127.489364624023,44.9401588439941,0.0426329,40.76054,131.0195,190.0766,32.96369,90.01713,122.934,41.05499,111.6088,134.8773,32.63634,85.21243,101.6452,6.938632,18.45365,29.03402,51.55285,145.2665,182.5667,10.5124,38.34384,42.65712,-1.116299,-11.8492,-22.9172
1-72913,127.489364624023,44.9401588439941,0.0426329,40.76024,131.0272,185.8208,32.96366,90.013,121.5372,41.0544,111.6115,133.516,32.63576,85.2188,101.2923,6.939654,18.42271,29.19034,51.55542,145.2713,180.9544,10.51055,38.32607,42.6564,-1.114638,-11.83458,-22.20163
1-45520,125.274147033691,45.848316192627,0.0378179,286.5903,535.886,1300.187,50.15437,94.07901,213.5728,131.2297,258.8218,705.8914,93.69907,182.6534,494.684,22.4849,46.75492,138.9251,758.4407,1411.119,3307.178,198.7243,376.8593,896.0756,43.67453,84.39271,224.096
1-45520,125.274147033691,45.848316192627,0.0378179,286.5902,535.8859,932.5469,50.15451,94.07936,155.8615,131.2297,258.822,467.0788,93.69915,182.6534,327.1932,22.4849,46.7549,91.21188,758.4409,1411.119,2412.817,198.7241,376.8593,649.1318,43.67261,84.39057,152.218
1-45527,124.94401550293,46.1209373474121,0.0543406,0.7945361,-9.678531,-18.37478,7.540042,37.48919,55.12281,1.342696,0.4364603,3.280579,1.947067,12.66434,5.513851,-16.91357,-111.1796,-120.8993,4.01491,43.13288,75.29962,-6.784973,2.451924,4.909435,-6.966184,-27.57055,-36.61837
1-45527,124.94401550293,46.1209373474121,0.0543406,0.8084361,4.797657,3.151171,7.531302,44.50671,52.3099,1.358608,0.4898722,1.384579,1.944829,6.057136,1.487351,-16.90092,-142.9299,-150.7449,4.042898,54.20273,77.35755,-6.770557,9.793157,26.34264,-6.951162,-17.88105,-10.08418
1-73009,125.820960998535,45.8968658447266,0.0537268,20.3908,112.5176,197.2077,71.66856,306.3552,434.2949,57.67529,305.8931,511.434,47.38127,232.3473,381.061,10.71787,58.14507,78.90122,418.7808,2031.635,2862.053,79.70756,452.9894,732.6435,17.03003,86.94566,117.8033
1-73009,125.820960998535,45.8968658447266,0.0537268,20.39095,110.4803,136.9794,71.66852,301.8886,350.3975,57.67526,300.8328,370.9192,47.38125,228.6565,280.1806,10.71787,58.00986,68.99709,418.7807,2002.679,2353.017,79.70833,446.6755,547.0905,17.02931,86.01576,101.2423
1-73029,125.724143981934,45.7187728881836,0.0501992,18.36974,39.1635,58.24816,13.72381,28.80735,58.96938,10.26978,25.48327,79.74648,5.857899,15.71576,31.11993,5.98876,12.02121,1.745847,22.86176,59.62436,154.1964,1.132457,3.488004,16.19355,-6.987889,-10.82724,-30.99834
1-73029,125.724143981934,45.7187728881836,0.0501992,18.36978,37.14827,39.9677,13.72372,27.85605,30.47933,10.26972,23.53011,28.82482,5.857861,14.69985,16.42653,5.988717,10.96696,10.17237,22.86162,54.75485,65.11876,1.132485,3.742514,5.089516,-6.98792,-10.60122,-11.67737
1-73001,125.459037780762,45.5196342468262,0.0541687,40.45941,167.8572,283.7026,139.6767,492.5895,794.8293,111.5667,490.5478,869.1046,94.40175,376.9032,626.5007,22.56194,97.55076,228.2846,822.2751,3306.433,5233.724,167.087,709.8907,1154.106,28.67474,126.6527,215.967
1-73001,125.459037780762,45.5196342468262,0.0541687,40.45974,167.858,240.1621,139.6763,492.5889,664.2768,111.5666,490.5476,704.595,94.40168,376.9029,525.9994,22.56194,97.55075,150.0894,822.2749,3306.433,4523.833,167.0896,709.895,985.2723,28.67382,126.6556,183.2587
1-73028,125.736167907715,45.4859390258789,0.0469224,19.68002,77.5435,129.7383,-4.561706,10.3191,5.302533,12.73028,43.29308,97.79163,1.412408,17.79692,17.29056,-2.556388,5.824008,-16.77359,10.84525,57.28743,111.3596,-2.791292,5.124857,31.14501,-6.122747,-30.76763,-31.0616
1-73028,125.736167907715,45.4859390258789,0.0469224,19.60456,78.45261,92.35265,-4.452229,10.89898,12.62505,12.70849,43.16848,50.41647,1.455037,17.93021,17.54224,-2.566995,5.8024,5.284446,10.81311,56.93396,72.16756,-2.822843,5.498696,11.79967,-6.22122,-31.37622,-33.33566
43-47,126.825057983398,46.0326118469238,0.007344,1796.235,1016.439,16550.08,31.66067,17.1747,460.9167,162.6472,88.87496,2226.981,113.4819,62.15022,1563.393,25.61505,13.95265,467.3851,1739.118,967.575,17649.94,544.4227,303.8723,5677.213,127.4479,70.82156,1352.115
43-47,126.825057983398,46.0326118469238,0.007344,1796.235,1016.439,15172.94,31.6607,17.17483,365.4722,162.6472,88.87498,1813.5,113.4819,62.15023,1272.003,25.61499,13.95261,325.0097,1739.119,967.5754,15541.91,544.4222,303.8708,4925.794,127.4568,70.82373,1162.864
1-574519,127.178092956543,45.7425537109375,0.049053,366.0727,904.1477,1115.878,132.4969,339.1017,406.1518,64.14723,237.6134,382.3459,53.57223,183.7539,310.6537,26.58883,86.30299,169.4596,352.8315,1216.109,1872.816,71.13493,252.8542,419.7742,3.223495,19.00061,29.12308
1-574519,127.178092956543,45.7425537109375,0.049053,366.0724,844.8405,866.3222,132.4965,312.8264,320.2024,64.14731,207.5596,220.0564,53.57218,162.0011,171.5379,26.58884,76.45394,82.63609,352.832,1070.98,1128.27,71.13477,221.0663,235.5717,3.223616,16.79786,16.51763
1-163516,115.71703338623,22.1127300262451,0.0286472,134.5314,496.2141,654.4954,214.2319,646.5488,814.4018,135.5345,569.2604,839.6995,153.6655,517.9972,734.3356,33.0297,49.32748,36.99034,1096.081,3453.537,4806.198,268.8565,769.4869,1041.125,64.70396,184.5279,208.0853
1-163516,115.71703338623,22.1127300262451,0.0286472,134.5307,361.3803,367.4393,214.2326,530.5048,538.0494,135.5345,401.8099,413.1025,153.6659,389.1736,397.8869,33.02972,78.81013,79.77751,1096.08,2682.353,2741.834,268.8546,643.1439,655.8962,64.70371,152.3673,153.7143
1-217637,116.183815002441,22.1601791381836,0.0851264,13.05359,83.65887,289.496,21.56935,138.0923,351.2708,22.16047,180.1776,503.9734,19.36968,124.3811,352.3712,7.378,45.34798,102.5533,146.5238,1050.036,2854.608,30.06778,229.5267,668.0282,3.591902,32.9229,100.8846
1-217637,116.183815002441,22.1601791381836,0.0851264,13.05368,71.11856,84.81117,21.56953,119.1594,138.8945,22.16053,155.7456,184.2875,19.36971,106.8824,127.0685,7.377998,40.0954,46.13286,146.524,909.9279,1073.412,30.06802,198.3487,234.2685,3.592277,26.82253,33.74325
1-163511,116.59610748291,23.0932636260986,0.0182024,87.31656,745.6699,1234.944,14.39938,102.3069,145.3147,39.72229,354.7223,594.7324,30.61592,254.8123,436.814,6.188814,83.37971,167.4217,200.3438,1659.432,2682.52,64.10012,537.0964,884.0385,18.81674,132.3719,209.8869
1-163511,116.59610748291,23.0932636260986,0.0182024,87.31657,514.8777,534.3942,14.39927,76.54173,78.21597,39.72225,248.7398,258.0622,30.61591,182.1382,189.0835,6.188799,55.84657,58.82779,200.3436,1190.168,1231.657,64.10022,378.0295,391.8758,18.81826,97.1805,100.2273
1-217649,116.87971496582,22.6075801849365,0.0464269,4.584825,90.19846,225.3374,1.780949,48.26585,116.9036,0.5743128,110.6131,288.071,1.00089,67.85621,182.8358,2.558732,7.431925,25.32888,7.43947,492.1882,1284.85,2.244593,141.5856,396.3105,0.3395187,39.22832,100.1323
1-217649,116.87971496582,22.6075801849365,0.0464269,4.584916,30.37798,65.4453,1.77981,22.78486,66.33678,0.5737212,43.47476,129.8677,1.000671,30.1493,89.02165,2.558321,9.756989,22.86228,7.440103,213.8472,630.7054,2.24509,58.26662,174.0431,0.3392781,17.12215,45.19361
1-229547,117.328575134277,21.8037662506104,0.0245887,3.757793,43.72051,64.44283,5.954323,50.61002,89.41305,6.411568,35.86125,53.6183,5.057777,34.32647,49.9151,1.81808,17.01899,37.58623,24.3364,207.6008,352.1481,8.330268,53.7906,90.17786,2.561595,23.27105,34.30913
1-229547,117.328575134277,21.8037662506104,0.0245887,1.857846,4.25677,4.473995,2.816318,4.828891,5.212418,3.261378,5.412688,5.5954,2.296188,4.096988,4.242092,0.8926749,1.629722,1.809962,11.53323,22.00213,23.28265,4.22691,7.232415,7.550467,1.344858,2.655224,2.741425
1-163594,115.494323730469,23.1763801574707,0.0431378,38.80538,110.0563,202.1427,19.06978,45.71005,70.10708,16.81297,39.90039,96.99433,9.811937,24.09076,72.04707,6.268551,-3.38312,-19.54772,14.70174,50.33909,134.1315,-20.55489,-47.75291,-41.25664,-15.83415,-41.15656,-54.63017
1-163594,115.494323730469,23.1763801574707,0.0431378,38.80473,109.9988,201.0939,19.07656,45.70753,69.82384,16.81128,39.63744,95.92137,9.809424,24.13813,71.58916,6.269187,-2.457906,-18.80189,14.70492,50.41045,133.1805,-20.55176,-47.88417,-41.5001,-15.83279,-41.23156,-55.05153
1-217617,115.740272521973,22.046293258667,0.0782082,20.28817,84.57344,108.9366,24.15556,71.187,86.89893,18.88097,60.94258,74.66982,19.1272,34.36439,38.37117,5.896994,19.71359,16.41697,28.72723,98.24282,123.2134,-3.660585,23.05042,52.31508,-3.622974,-0.1051379,-0.05859872
1-217617,115.740272521973,22.046293258667,0.0782082,20.2876,73.82731,75.32908,24.15614,65.34862,66.51894,18.88022,56.63018,58.01028,19.12822,30.77802,30.96019,5.897207,15.86206,15.85523,28.72714,88.57281,90.6133,-3.661182,12.11984,14.34001,-3.623641,-0.3556789,-0.4942701
1-217695,116.80322265625,22.328332901001,0.0445893,0.807344,3.123229,-1.5808,0.3483446,0.3330253,-12.59695,-0.7462274,0.9980474,-0.7150699,0.6864156,-1.599573,-5.092146,1.748868,-0.8654231,-13.82151,3.171449,8.267152,13.16071,-2.741909,-0.3515925,4.922603,-0.2404675,-2.754475,-6.01064
1-217695,116.80322265625,22.328332901001,0.0445893,0.8027229,2.586243,2.124382,0.2435082,0.1669248,-0.7779862,-0.6749352,0.4031176,0.585431,0.4426383,-1.553764,-1.943843,1.60133,-0.540992,-1.334234,3.423265,8.20162,8.710438,-2.998719,-1.791916,-0.4381313,0.1957085,-2.587079,-2.087559
1-217650,116.921447753906,22.7816066741943,0.0278941,75.8201,407.2917,592.7268,215.5833,1088.969,1378.493,240.9055,1272.534,1649.585,181.9417,930.6852,1184.956,47.81195,259.4971,353.3849,1584.496,8166.917,10272.67,325.9489,1805.679,2390.467,70.03638,405.8499,536.4835
1-217650,116.921447753906,22.7816066741943,0.0278941,75.82056,407.2937,574.193,215.5827,1088.969,1351.535,240.9053,1272.533,1621.096,181.9416,930.6852,1166.592,47.8119,259.4972,344.4736,1584.496,8166.915,10090.56,325.9511,1805.693,2340.644,70.03968,405.859,522.6743
1-217557,116.39094543457,21.8874549865723,0.0467065,7.969832,16.734,32.09534,4.586241,9.481993,20.21538,1.326584,-0.3054415,1.359186,5.058024,9.652905,19.07625,-3.027029,-5.020616,-8.011209,-0.1410999,3.353171,19.90562,-1.206239,-3.684439,19.63022,-4.486161,-14.05714,-31.95432
1-217557,116.39094543457,21.8874549865723,0.0467065,7.967328,17.38494,20.739,4.58345,9.750214,11.9687,1.320575,-2.001278,-1.742195,5.059174,8.448498,10.00326,-3.019339,-5.191802,-5.867067,-0.1440856,3.097766,5.991223,-1.215399,-4.29451,-4.223416,-4.471515,-14.64271,-17.51495
1-217674,116.505798339844,21.9329071044922,0.0453567,-0.3869478,-1.468254,-11.81609,2.209424,-0.7389374,-9.996929,-0.2487704,-3.519764,-3.37192,1.060321,-3.15882,-3.189898,0.1856211,9.054252,63.5093,-1.672535,5.858315,42.50384,2.92769,11.31103,58.55544,-4.810097,-1.105322,28.04662
1-217674,116.505798339844,21.9329071044922,0.0453567,-0.3534203,-0.1366205,-0.8710153,2.20764,1.289544,0.651033,-0.2487901,-1.69432,-1.995029,1.050192,-2.561183,-2.758104,0.1644847,5.932655,7.772681,-1.663229,1.984177,3.644958,2.912642,8.435646,11.7416,-4.785714,-5.271757,-1.500724
1-217686,116.647651672363,22.4160594940186,0.0472464,24.1743,68.3989,145.0336,4.481709,8.963779,46.75567,6.874347,17.65345,84.09811,7.396324,21.6565,78.00497,8.022549,7.133013,24.62937,13.49735,37.94137,217.4808,2.38094,4.44898,54.36972,-7.010106,-19.74397,-47.30313
