mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
1-44880,121.678291320801,47.3123207092285,0.022584,7.46136,228.5547,314.68,1.222426,25.08293,36.94843,5.577302,106.9491,158.5286,3.194216,66.89139,94.05172,1.019101,20.48789,27.24509,20.13058,437.8895,654.0844,7.855714,158.4472,241.9596,1.826952,44.38438,59.74486
1-44880,121.678291320801,47.3123207092285,0.022584,1.067807,8.463083,8.989933,0.164781,0.9798781,1.050282,0.813525,3.893227,4.195621,0.4674095,2.61336,2.774011,0.1325217,0.7960821,0.8321883,2.934936,16.32166,17.6018,1.123289,6.501936,7.004336,0.2646683,1.617062,1.718597
1-44637,121.566719055176,46.2886352539063,0.0362093,66.25382,278.3224,630.5275,4.983526,23.92934,54.26687,28.33116,118.3377,264.3916,19.06114,86.12955,200.065,4.565645,30.03065,77.04092,124.3156,546.8351,1291.73,37.84267,157.4304,383.4507,7.960586,36.13301,97.33044
1-44637,121.566719055176,46.2886352539063,0.0362093,56.95019,153.9725,174.7316,4.19381,12.92467,15.06343,24.44826,66.61494,75.91895,16.29526,47.93613,55.5105,3.8217,15.18796,18.54503,107.189,301.8391,344.7314,32.47199,86.94891,100.1115,6.898461,19.7058,23.1444
1-548191,121.176139831543,46.7334251403809,0.0226172,6.745183,11.96384,20.48113,4.20001,7.426996,11.3679,-2.252731,4.105237,10.4874,-0.2039229,2.71769,7.307771,3.421123,0.3871584,8.033563,7.484488,12.6974,24.23182,5.717113,15.02561,28.47996,-5.664079,-8.274684,-14.12756
1-548191,121.176139831543,46.7334251403809,0.0226172,6.967492,12.6522,17.89882,4.330027,7.085386,8.999556,-2.000817,3.67559,4.635405,0.1638282,2.606309,2.465484,3.241626,0.9401754,5.026231,7.380064,12.72203,18.59617,5.68001,15.28116,23.87083,-5.501426,-8.043889,-11.52539
1-44690,121.307830810547,46.3316612243652,0.0290896,53.78341,155.6701,215.3608,19.3009,36.91732,49.3637,10.439,36.66411,65.17353,12.61257,37.55117,55.87271,-20.56935,-6.1233,-8.00433,43.80814,115.2484,157.4063,-2.550709,1.247728,7.061749,-7.583033,-23.89059,-48.83542
1-44690,121.307830810547,46.3316612243652,0.0290896,53.7844,155.6812,196.0748,19.2994,36.91899,45.30121,10.43823,36.65937,54.12658,12.6126,37.55442,51.75868,-20.56178,-6.106892,-6.717002,43.80844,115.2504,143.872,-2.546128,1.256627,3.976746,-7.585333,-23.89791,-40.60731
1-548190,121.334136962891,46.7165298461914,0.0217478,3.451044,8.845387,8.963016,-0.2948903,-1.389407,-18.10038,-0.09925672,1.02957,9.881465,0.5992314,11.18749,21.97144,-0.4698828,-3.240551,-18.00333,-0.8022237,5.677757,23.86203,1.069476,11.54358,24.30343,-4.345904,-18.72103,-40.3055
1-548190,121.334136962891,46.7165298461914,0.0217478,3.587909,9.601142,9.945011,-0.1470429,-1.008641,-2.102913,-0.03130708,0.5638893,1.402374,0.7292295,10.0262,11.40295,0.01278681,-2.486598,-3.773645,-0.4452856,5.841076,7.337897,0.9729938,10.9966,11.73507,-4.336669,-16.92388,-18.19701
1-44865,121.352447509766,47.7440757751465,0.0221326,17.1451,99.6368,157.5661,10.56911,45.28677,70.02054,29.98895,155.9092,257.7795,19.07637,101.9945,174.6135,5.633395,29.0035,58.17544,95.55241,545.7318,848.2432,22.28014,130.1462,221.1014,1.903731,14.33587,9.11502
1-44865,121.352447509766,47.7440757751465,0.0221326,17.14506,79.11478,89.30269,10.56911,36.80238,41.49192,29.98895,123.7335,140.3323,19.07635,81.4746,92.78801,5.633396,22.08751,26.88574,95.55272,433.5432,488.9695,22.27943,101.8601,117.2531,1.902594,10.47195,10.36973
1-44915,122.13703918457,47.7929954528809,0.0403495,35.93557,129.6948,492.8025,28.93589,86.52972,193.312,51.29412,171.0948,438.019,36.50673,119.8041,306.462,4.210932,22.47568,71.58053,252.4558,824.6703,1973.996,72.40524,235.5235,604.0309,17.35884,56.72915,139.4094
1-44915,122.13703918457,47.7929954528809,0.0403495,35.9356,129.6947,237.001,28.93593,86.52992,128.5712,51.29413,171.0949,268.4546,36.50672,119.8041,189.7177,4.210942,22.47569,41.09637,252.4561,824.6706,1297.436,72.40541,235.5227,370.9951,17.35922,56.73003,89.89926
1-44700,121.407989501953,46.7074012756348,0.0230931,-0.5931552,4.013088,15.32073,2.425507,13.90522,26.77272,-1.230427,0.02535799,1.255876,1.863391,5.728712,5.797054,-0.8191631,-6.926759,-10.568,2.787417,15.02735,29.46562,0.2848477,10.59876,44.59238,-1.78074,-6.054705,-18.28204
1-44700,121.407989501953,46.7074012756348,0.0230931,-0.2229408,3.21286,4.673297,2.782504,13.35307,14.77684,-0.927565,0.6027077,0.1292945,2.220775,5.317597,5.204329,-0.8022319,-6.323926,-6.882177,2.096699,12.63472,14.16435,0.1641179,8.034634,11.15434,-1.851687,-5.524386,-6.931291
1-44667,121.35717010498,46.287410736084,0.0288994,12.19608,55.09844,111.849,17.94142,61.0966,89.25175,28.51573,114.1516,234.0415,19.75407,79.95801,155.942,3.726325,11.67412,5.614574,146.6454,495.953,832.704,26.75372,99.45417,184.3304,6.141514,26.36191,68.64114
1-44667,121.35717010498,46.287410736084,0.0288994,11.79608,41.59278,48.26079,17.32452,48.24115,52.24874,27.62938,87.72664,100.9659,19.22505,61.31983,70.19967,3.721889,9.367845,9.95064,142.4094,388.6396,429.985,25.88494,77.23624,87.25179,5.812799,18.76204,23.26546
1-44707,121.35294342041,46.9356689453125,0.0217505,9.874135,96.62237,257.8882,4.002025,27.04678,43.32134,10.00223,104.6621,213.7477,6.567894,73.94295,140.5969,0.6871619,10.53947,24.05086,36.10279,380.084,798.4068,14.01965,131.9089,275.5971,0.05944461,9.888132,4.70654
1-44707,121.35294342041,46.9356689453125,0.0217505,9.874138,41.36455,43.87248,4.00198,12.95931,13.20476,10.00221,42.75482,44.53086,6.567883,29.33813,30.39532,0.6871473,3.095199,3.27908,36.10279,158.1643,164.7606,14.01966,57.4623,59.8071,0.06011858,4.891265,4.84998
1-351474,119.623481750488,47.6531181335449,0.0599654,26.1471,286.2585,719.6166,27.20955,436.826,752.183,29.97203,574.8314,1152.364,21.66582,395.5833,779.3932,13.10962,116.1913,236.9561,83.45068,2990.244,5692.842,2.479078,628.8741,1322.055,4.722659,131.548,306.4289
1-351474,119.623481750488,47.6531181335449,0.0599654,26.14751,286.2582,480.928,27.20932,436.8256,617.7812,29.97207,574.8318,886.6988,21.66558,395.5827,605.8414,13.10966,116.1915,174.9492,83.45105,2990.244,4503.759,2.480402,628.8733,1005.082,4.7225,131.5485,230.7096
1-44905,122.205711364746,47.3430671691895,0.0405808,35.72332,156.2884,409.233,19.50823,79.80493,158.4418,52.76495,227.9907,510.6238,37.46052,160.6987,361.5309,9.5779,34.44203,91.99162,215.4879,911.046,1977.499,67.6518,283.8604,630.3389,16.43082,73.54543,162.8151
1-44905,122.205711364746,47.3430671691895,0.0405808,35.72334,150.8924,184.6322,19.50823,77.48525,91.04743,52.76495,221.2403,264.2898,37.46051,155.6814,184.9701,9.577902,33.63466,40.96334,215.4879,882.7068,1047.935,67.65202,275.1513,328.6027,16.43043,71.07379,85.78468
1-584693,119.520210266113,47.3053283691406,0.0177623,1.929528,26.85352,33.43235,-21.38242,-266.7941,-260.4473,-1.626998,-35.14101,-37.04355,-0.7102996,-20.7667,-21.85167,3.338138,20.9649,18.28639,-14.10399,-125.428,-103.069,6.374727,217.85,277.9993,9.58361,256.1281,313.5
1-584693,119.520210266113,47.3053283691406,0.0177623,1.951572,14.25045,14.31031,-21.37234,-190.7706,-190.6749,-1.61693,-10.19483,-10.19307,-0.7055048,-4.962329,-4.953539,3.349158,14.49317,14.50181,-14.1003,-136.2381,-136.0255,6.388769,9.517557,10.17947,9.562629,73.04329,73.6282
1-44693,121.744781494141,46.5629692077637,0.0220704,23.25694,184.9667,352.2772,27.11055,255.438,399.1538,35.52758,395.5386,650.2108,23.51681,278.6234,456.7019,6.933605,90.12835,145.7699,125.6142,1568.713,2543.122,26.67511,322.1202,556.8088,-2.481924,46.11943,121.3398
1-44693,121.744781494141,46.5629692077637,0.0220704,23.25693,178.6413,231.006,27.11066,248.7228,304.5493,35.52756,382.7395,474.4739,23.51682,269.731,333.7278,6.933593,86.13809,106.8649,125.6138,1517.379,1914.519,26.67533,310.8809,399.1848,-2.480779,43.67396,61.38783
1-351751,121.611557006836,50.1196937561035,0.0952311,1.398483,13.23319,11.97801,0.7608588,11.38261,7.140132,2.168934,14.24802,30.99699,1.569748,10.16582,20.29339,2.885142,5.025561,14.94066,2.037735,26.36162,4.802112,-0.6704239,0.9426587,-18.70808,-3.299453,-2.359926,2.641335
1-351751,121.611557006836,50.1196937561035,0.0952311,1.351796,9.223447,9.679464,1.276364,8.899196,9.745801,2.5793,12.10953,12.92086,2.016809,9.735723,10.47523,2.498681,5.020215,5.17866,1.78593,23.85433,25.4093,-0.6853495,1.545137,1.485329,-2.440415,-3.053198,-3.91117
1-351743,122.354797363281,50.2638969421387,0.0163769,28.79786,640.9515,1041.881,6.249223,69.71587,109.2576,27.16594,324.8273,536.4443,17.50587,221.7962,362.5592,4.718947,65.3217,106.2431,87.41135,1332.592,2101.423,26.25019,380.4032,636.8353,5.144462,96.91557,141.4586
1-351743,122.354797363281,50.2638969421387,0.0163769,28.79784,574.4271,685.5038,6.249267,62.34837,72.65302,27.16595,287.8129,333.5482,17.50587,196.9972,229.1567,4.718952,55.86488,64.56761,87.41142,1193.026,1398.152,26.25002,339.8657,403.3368,5.145382,85.12926,99.70969
1-351790,121.147926330566,50.7085571289063,0.0227214,476.6189,1423.409,2145.289,29.47273,88.76109,142.3825,35.25265,114.3553,194.0355,26.59142,91.29548,139.2287,12.83124,40.62327,69.85044,159.9743,492.4254,753.0857,46.65884,149.2135,228.51,8.246249,23.34439,29.70516
1-351790,121.147926330566,50.7085571289063,0.0227214,476.6191,1423.409,1952.096,29.47264,88.76077,126.8468,35.25275,114.3555,172.4494,26.5913,91.29523,126.1711,12.83129,40.62341,61.91246,159.9768,492.4302,687.0923,46.66011,149.2152,210.5695,8.244658,23.34505,31.5422
1-351702,122.261749267578,50.1786727905273,0.0167758,223.2828,619.1256,1053.622,165.8472,429.5867,647.6185,228.8945,592.9249,987.1087,159.5304,410.7176,678.3025,26.58394,77.36423,157.6388,1478.326,3881.941,5790.77,388.3263,1023.785,1576.306,86.07485,230.533,368.2606
1-351702,122.261749267578,50.1786727905273,0.0167758,223.2825,619.126,964.5464,165.8481,429.5873,621.016,228.8945,592.9248,924.7187,159.5307,410.7178,640.1752,26.58399,77.36423,143.293,1478.323,3881.94,5536.94,388.3267,1023.793,1499.591,86.07497,230.5365,346.2354
1-351470,120.836151123047,48.5884284973145,0.0582017,26.75812,52.61103,115.4984,30.18345,69.85265,206.8493,28.49922,61.86294,188.6818,19.67229,38.17289,114.713,15.6232,28.63745,60.80506,153.7807,377.5174,1071.263,18.37396,50.98271,169.1459,1.130474,3.910457,43.80179
1-351470,120.836151123047,48.5884284973145,0.0582017,26.75792,52.61121,85.08009,30.18285,69.85134,143.2247,28.4988,61.86222,127.0219,19.67201,38.1724,78.66191,15.62317,28.63735,42.65573,153.7788,377.5141,772.0994,18.37121,50.98015,116.7485,1.133285,3.915057,17.45675
1-45399,123.070671081543,49.3774566650391,0.0713054,10.55426,27.78531,37.59521,12.51043,34.74186,77.08782,9.779826,22.44358,62.615,8.226334,14.01256,54.56352,-1.882508,-1.233993,0.3384588,17.63593,52.05208,124.2163,1.960732,3.845912,-12.90838,-3.351219,-4.205041,2.177485
1-45399,123.070671081543,49.3774566650391,0.0713054,10.55454,27.78727,33.00887,12.51054,34.73875,45.42839,9.779192,22.45083,29.11074,8.225407,14.01659,20.85572,-1.881216,-1.238161,-0.02837416,17.63492,52.056,70.05535,1.961407,3.848661,0.7683695,-3.353474,-4.228667,-3.211661
1-351746,122.510292053223,50.7208366394043,0.0721227,32.30752,125.8295,164.2267,33.06036,106.4094,129.7661,41.1573,149.2535,170.4457,29.54107,100.6363,108.9339,18.7007,41.41453,54.95243,67.20609,234.6963,304.0872,9.518594,37.17177,44.09376,-5.906112,-15.95895,-6.536598
1-351746,122.510292053223,50.7208366394043,0.0721227,32.30834,124.5619,130.9347,33.05959,105.1958,108.9382,41.15613,147.784,151.5082,29.54039,99.77458,102.1386,18.7003,40.45161,42.77666,67.20299,231.7115,242.6153,9.519629,36.27732,37.8698,-5.905953,-16.33997,-14.93712
1-351692,121.429550170898,48.9337768554688,0.0550971,13.37404,24.78854,31.34989,7.592306,12.58204,16.89181,-28.83828,-25.28923,-23.22314,0.503906,-0.2905745,3.573758,-0.8127555,1.949077,3.8374,6.09475,8.542635,28.76917,-0.89099,-1.312106,4.085979,-5.338886,-9.501354,6.057966
1-351692,121.429550170898,48.9337768554688,0.0550971,13.21766,24.73233,30.54737,7.453288,12.52714,16.01114,-29.64383,-26.19797,-25.81151,1.341866,0.6453803,1.308133,-0.8868131,1.747285,3.617158,6.172932,8.598203,13.67473,-0.6491394,-1.048082,0.346221,-4.644342,-8.921679,-11.46485
1-351694,121.418792724609,49.1312789916992,0.0556468,23.12193,73.65079,138.9044,5.775548,22.26031,28.10741,12.46774,38.29972,68.46938,5.635756,20.13218,26.94128,2.798437,7.245649,-8.908248,12.86169,55.31568,117.8001,-0.700399,6.23422,20.34444,-1.944886,-5.279961,-57.15261
1-351694,121.418792724609,49.1312789916992,0.0556468,23.12256,72.86344,78.3379,5.774184,22.02357,22.72846,12.46789,38.05245,40.90469,5.635658,19.99994,21.02173,2.798906,7.056992,6.799806,12.86321,54.37794,60.16761,-0.6997701,5.787074,7.578629,-1.944356,-5.119484,-8.185937
1-45299,122.289619445801,48.8718566894531,0.0387301,13.8288,115.6542,288.0108,9.947621,53.8798,93.02215,21.39726,140.8968,294.2771,13.46407,90.74696,165.9351,3.570467,25.24484,72.81192,93.95312,591.7295,1151.821,29.98042,190.1958,383.2082,5.157629,42.64701,84.15623
1-45299,122.289619445801,48.8718566894531,0.0387301,13.82879,88.88609,103.3262,9.94763,43.4731,47.13985,21.39727,110.3656,121.9364,13.46409,71.16882,77.94088,3.570467,18.75076,21.78731,93.9531,467.9691,514.8837,29.9807,150.9032,166.8794,5.156893,34.26456,37.0336
1-351818,120.607078552246,50.2364616394043,0.0163486,76.84793,608.4376,1323.209,12.15965,85.11152,179.9402,32.70152,270.5743,618.476,22.81326,178.5889,402.3286,4.853254,37.81628,97.03229,180.802,1317.823,2855.094,55.15582,419.7733,919.8812,14.17693,112.2365,220.3132
1-351818,120.607078552246,50.2364616394043,0.0163486,76.84789,563.0909,808.8593,12.15974,79.92873,112.5904,32.70156,252.7364,368.2516,22.81327,166.2354,241.6988,4.853262,35.87918,50.75983,180.8025,1227.838,1731.167,55.15594,391.8186,556.9191,14.17699,105.6351,146.3234
1-45268,122.677360534668,48.9187965393066,0.0386382,61.93305,207.9757,630.053,9.642243,24.70656,42.52047,20.29435,72.0023,209.5437,16.89528,54.37505,137.1827,10.16431,26.84913,57.18321,103.2237,356.2347,972.9836,33.42025,120.995,324.0882,-1.689069,15.52718,54.78571
1-45268,122.677360534668,48.9187965393066,0.0386382,61.93316,177.3164,299.7393,9.642404,21.94179,28.85176,20.29426,61.54905,100.445,16.89525,47.20657,71.43542,10.1643,23.49518,33.15448,103.2237,307.9238,496.4205,33.42041,103.7208,165.505,-1.689994,12.59831,27.04782
1-45427,123.738571166992,49.4586563110352,0.0536851,7.654378,23.71685,14.36417,10.05534,15.66501,24.99657,5.435832,9.507586,10.68547,5.15425,7.293009,13.21779,5.026003,8.364017,12.90129,20.78793,31.89774,41.40184,0.4479946,-4.15721,-19.49612,-4.834878,-7.616311,-17.65857
1-45427,123.738571166992,49.4586563110352,0.0536851,7.65046,24.00474,25.54072,10.05541,15.67247,21.79415,5.436025,9.51538,12.05838,5.152333,7.234587,7.933366,5.030676,8.359879,6.447064,20.78645,32.052,40.27754,0.447099,-4.305714,-11.19675,-4.831832,-7.337738,-11.52479
1-48557,134.799774169922,54.0430526733398,0.0383077,10.60042,66.37047,62.41878,1.445859,26.39408,50.81231,3.703101,45.993,80.31812,-3.629975,3.702359,-10.49711,-1.775795,-25.12495,-39.91957,-1.413673,8.154748,25.1925,4.19835,30.9462,59.81555,-5.053007,-63.96983,-118.2208
1-48557,134.799774169922,54.0430526733398,0.0383077,10.63364,46.96282,46.86007,1.393444,17.16616,17.3732,3.786808,30.50193,30.88756,-3.607101,-2.232801,-2.435501,-1.892287,-12.48728,-12.45872,-1.469447,-1.154249,-1.050934,4.183144,18.56623,18.81128,-5.062664,-30.70871,-31.20167
1-48545,134.59944152832,55.054859161377,0.0439277,11.17278,94.30555,287.7637,18.22553,89.50178,160.2612,30.57629,176.2526,332.436,22.39827,121.6143,231.6623,5.746745,28.5027,79.71935,159.9139,828.2681,1573.753,28.6659,174.1987,381.1867,5.198675,32.81825,92.99944
1-48545,134.59944152832,55.054859161377,0.0439277,11.17276,74.49037,86.40432,18.22548,75.92573,81.13293,30.57629,147.0537,160.4336,22.39825,102.1948,111.4538,5.746737,23.97729,27.16098,159.9141,704.649,762.3339,28.66567,145.4216,160.2829,5.199646,27.6224,31.20205
1-48773,135.236511230469,54.9545097351074,0.0818969,8.989739,42.78128,42.78128,5.015827,29.8527,29.8527,-7.83234,32.59042,32.59042,8.211288,16.98321,16.98321,-10.4359,-13.05485,-13.05485,7.276116,77.36641,77.36641,1.107319,-0.7827877,-0.7827877,0.9549449,0.2370244,0.2370244
1-48773,135.236511230469,54.9545097351074,0.0818969,8.984162,33.58577,33.58577,5.02234,9.478122,9.478122,-7.852155,-1.896149,-1.896149,8.216472,23.46976,23.46976,-10.45014,-7.898511,-7.898511,7.278025,35.46098,35.46098,1.10581,5.211409,5.211409,0.9458626,1.790735,1.790735
1-48560,135.090515136719,54.0522422790527,0.0386592,3.262439,62.65299,258.251,3.87325,32.27063,83.10007,9.054892,85.16893,240.3734,4.848588,53.72402,153.7585,2.150985,9.730563,14.78596,38.23272,345.4949,980.0656,12.90636,111.5229,309.9309,2.958106,18.84463,97.14741
1-48560,135.090515136719,54.0522422790527,0.0386592,3.262435,12.96319,14.7681,3.873255,10.44107,10.90051,9.054894,25.81799,27.28636,4.848597,15.54705,16.49944,2.150985,3.786591,3.856258,38.23274,106.188,112.1631,12.90647,35.49614,37.38675,2.958622,6.457879,7.225946
1-48772,135.343368530273,55.0407638549805,0.0456506,4.583548,4.583548,17.41389,9.876193,9.876193,14.48771,6.000927,6.000927,23.93843,-1.361549,-1.361549,7.425856,1.383469,1.383469,9.23562,25.38145,25.38145,49.74305,-0.02051361,-0.02051361,3.902273,-6.0347,-6.0347,-10.44621
1-48772,135.343368530273,55.0407638549805,0.0456506,4.582646,4.582646,11.89943,9.876134,9.876134,16.39414,6.004709,6.004709,19.58473,-1.36159,-1.36159,7.282349,1.385939,1.385939,1.878876,25.38085,25.38085,49.25561,-0.01909445,-0.01909445,0.4002473,-6.033034,-6.033034,-10.99287
1-48531,134.434616088867,54.2271728515625,0.0389849,2.951333,3.126418,16.74655,0.08133882,0.1338106,1.422727,1.218339,1.321795,9.022209,1.404242,1.484134,7.035556,2.231122,2.620747,-6.422623,0.9316413,0.8999778,4.767653,2.059296,2.106487,11.81165,-4.353357,-4.51257,-16.77348
1-48531,134.434616088867,54.2271728515625,0.0389849,2.746953,2.947685,7.312855,0.05459381,0.117579,0.4998207,1.215826,1.366185,4.031948,1.382325,1.408431,3.285382,2.351365,2.768054,-2.973848,1.006799,1.000738,3.216027,2.042091,2.073163,10.68789,-4.27912,-4.490974,-10.74165
1-47948,133.797973632813,54.9282569885254,0.0452723,3.555574,8.823059,41.61847,1.296773,3.717301,25.80021,7.162401,10.14783,55.14188,0.1035883,2.527686,28.63861,0.1331229,-9.5868,12.55682,3.284793,11.351,189.9584,-11.44721,-11.37854,45.36737,1.015126,0.3549688,5.344502
1-47948,133.797973632813,54.9282569885254,0.0452723,3.489005,8.733556,27.86942,1.282,3.721984,22.94362,7.202105,10.20361,38.29074,0.1225617,2.536168,21.20514,0.1052889,-9.628489,-1.939621,3.225349,11.33567,147.1865,-11.49591,-11.43631,21.96631,1.099526,0.4298626,4.788926
1-48558,135.056991577148,53.9179763793945,0.025356,42.74369,130.8701,224.4261,32.28013,69.84335,106.5211,19.27995,77.21727,105.0552,13.5655,59.92213,94.50381,0.8983178,1.610215,0.07387561,41.48647,122.3898,226.6044,-4.8626,7.339743,13.35552,-0.8761584,1.503576,11.99795
1-48558,135.056991577148,53.9179763793945,0.025356,42.74288,130.8707,191.2415,32.28088,69.84377,96.96075,19.27153,77.20606,99.48418,13.56579,59.92466,85.5088,0.9053739,1.614979,-1.40592,41.48863,122.3889,187.9762,-4.869358,7.333492,13.23605,-0.8773292,1.503208,6.802972
1-48586,135.163909912109,53.9832458496094,0.0381777,127.8596,165.8247,455.7067,66.69077,85.14478,195.578,136.0989,175.5099,459.7159,93.82977,120.7795,307.3334,18.42161,24.20543,75.28394,643.7148,825.9066,2023.932,169.4725,217.3612,542.6873,39.07951,49.95569,122.1084
1-48586,135.163909912109,53.9832458496094,0.0381777,127.8594,165.8244,341.725,66.69107,85.14506,160.7443,136.099,175.5099,357.7075,93.82983,120.7796,244.4288,18.42165,24.20547,50.07675,643.7153,825.9065,1614.88,169.4709,217.3589,425.1461,39.07838,49.95432,97.19187
40-2,133.740814208984,54.5528221130371,0.1,24.34926,16.25425,309.3084,27.98919,19.13248,310.6603,35.79216,24.07713,438.0803,27.03573,18.2984,309.6908,8.635485,5.917401,95.57786,168.5482,115.1866,1901.705,41.4675,28.10849,494.6126,8.452954,5.538771,99.88328
40-2,133.740814208984,54.5528221130371,0.1,23.46012,16.25423,189.4037,26.98276,19.13249,204.2313,34.42889,24.07713,272.118,25.96722,18.2984,197.7167,8.274662,5.917397,57.22763,163.1678,115.1866,1222.7,39.98417,28.10852,307.0342,8.121329,5.538939,61.28336
1-55572,133.121307373047,56.1126899719238,0.045427,25.87984,133.3418,244.4525,13.31913,101.324,276.9532,34.61179,180.559,493.8483,24.37285,116.7031,329.588,7.581929,40.85018,124.6011,25.11997,331.0674,1466.818,-4.550061,27.59011,323.748,-12.50566,-55.4385,-27.98885
1-55572,133.121307373047,56.1126899719238,0.045427,25.88006,130.2301,173.6125,13.31926,94.80431,164.6207,34.61223,170.2488,284.271,24.37155,110.3877,188.3899,7.581551,36.63849,62.50161,25.12099,300.2729,770.1224,-4.547867,22.30254,143.7829,-12.50551,-54.89227,-35.1995
1-48884,135.605850219727,55.6092300415039,0.0813249,25.46407,131.977,165.4677,2.448527,73.98413,88.18858,16.78562,102.3233,166.4721,15.84912,57.44501,76.24261,6.71854,36.68037,67.75421,17.92203,142.3605,177.5986,-1.572773,-2.637116,-11.21284,-6.198459,-16.11738,-14.14477
1-48884,135.605850219727,55.6092300415039,0.0813249,25.45544,104.7698,105.5289,2.459378,56.03349,56.28445,16.77447,70.21066,71.73054,15.86019,47.0219,47.42872,6.644051,22.92575,23.55151,17.88899,110.5688,111.4009,-1.585983,-1.645185,-1.837985,-6.19943,-13.67839,-13.68981
1-48535,134.672378540039,54.2181396484375,0.0379501,1.205012,12.29732,47.37815,2.995369,15.36526,54.3422,4.802378,26.92239,100.8419,2.989353,20.90154,78.07672,1.534118,4.588827,8.615259,15.99375,127.7625,489.5003,5.033817,37.06199,150.9003,-0.5782171,3.385379,-0.7553059
1-48535,134.672378540039,54.2181396484375,0.0379501,1.231401,3.064403,3.688332,2.871162,6.283009,6.982577,4.6768,9.858721,11.12717,2.847548,6.953015,7.925139,1.531604,2.19445,2.336554,15.33407,40.43407,46.9235,4.782792,12.53712,14.58483,-0.588364,0.07958405,0.16296
1-48760,135.796432495117,54.0643272399902,0.0831283,7.361078,29.94147,45.35617,2.465875,-0.9703354,-4.575194,5.949776,3.266496,-68.7088,4.354547,20.27174,-7.259562,-5.321522,-7.438067,-31.58785,5.538389,15.21418,15.78266,-5.932045,-31.16818,-40.32439,-4.746376,-22.36291,-27.79045
1-48760,135.796432495117,54.0643272399902,0.0831283,7.387921,26.40173,26.79901,2.419776,-3.159895,-3.139035,5.96853,13.02787,11.33775,4.346136,20.54097,20.22501,-5.170362,-9.027781,-9.754868,5.571325,14.29954,14.34832,-6.015049,-28.34865,-28.54158,-4.735236,-20.79309,-20.84779
1-47305,130.335250854492,53.9386520385742,0.031606,10.76925,172.4233,393.6451,11.46228,303.4401,503.5195,25.2144,467.7545,872.9412,16.09956,349.4436,650.3063,5.020919,107.8196,201.3468,138.8482,2359.98,4159.021,33.83996,562.5549,1047.82,4.021811,97.19566,202.9957
1-47305,130.335250854492,53.9386520385742,0.031606,10.76916,152.259,185.6801,11.46227,270.3823,314.3564,25.21442,408.6126,489.5965,16.09957,304.1835,361.8701,5.020972,90.60296,107.0932,138.8482,2093.744,2483.363,33.8395,495.8253,597.9374,4.021733,82.20341,99.06868
1-47256,132.017059326172,54.0280227661133,0.0493339,2.070373,5.401773,16.56949,5.284163,11.93972,30.09916,5.730049,12.77537,23.11105,2.972778,6.515395,11.98915,2.009509,2.977833,-2.084959,25.33993,51.52633,87.95223,4.157685,8.523345,11.34427,0.08138908,-0.5634003,-10.04836
1-47256,132.017059326172,54.0280227661133,0.0493339,1.515357,2.541075,3.077454,4.483166,6.590655,7.413027,4.94592,7.230967,7.694276,2.512473,3.725098,3.946312,1.497857,1.890414,1.691388,20.93059,29.57413,31.03215,3.174926,4.576112,4.871027,-0.2631585,-0.4248839,-0.6286356
1-48053,132.595016479492,55.3787422180176,0.0307551,-17.94898,18.89173,59.94492,52.70695,40.50212,48.91471,17.91793,76.73392,91.75327,9.660971,70.76628,125.1165,-2.626241,-37.66013,-43.68738,36.04353,75.51239,76.29718,-18.54386,-85.08781,-148.8623,-18.59891,-85.71272,-139.6222
1-48053,132.595016479492,55.3787422180176,0.0307551,-17.95445,20.86817,41.81409,52.65633,40.73973,42.89613,17.94799,77.17117,81.82047,9.65459,70.82819,85.27817,-2.620315,-36.67819,-39.2639,36.06168,75.04783,75.20646,-18.56103,-85.9574,-120.7599,-18.59763,-84.72096,-112.1202
1-47474,131.497756958008,54.4433555603027,0.0306973,8.618877,48.14148,79.20712,5.382059,29.26213,32.10312,16.62351,93.69253,123.0046,13.19604,70.36474,86.62482,3.560106,14.68835,11.97111,62.12342,311.0973,388.0237,16.40413,91.53044,122.8467,3.037257,8.729928,27.70225
1-47474,131.497756958008,54.4433555603027,0.0306973,8.372718,13.91807,14.09227,5.265644,9.456571,9.483628,16.16919,28.69523,28.87518,12.76685,22.62971,22.73023,3.539289,6.220813,6.21267,60.4317,105.993,106.4881,15.82203,27.8197,28.01279,2.995862,4.884614,5.017858
1-48460,133.582794189453,54.4577674865723,0.0247886,20.66027,229.5476,458.4613,16.51271,142.0789,256.2778,26.45065,313.1985,557.4633,17.84819,214.9039,388.6503,3.75847,65.57005,155.5664,106.0921,1272.536,2283.417,25.99508,301.1513,571.2949,8.181267,88.59251,187.9536
